"Serial Number","Model","Mac Address","Part Number","Device Type","Source","Flex","Subscription Key","Subscription Tier","Subscription Tier Description","Subscription Expiration","Archived","Application Id","Application Name","Application Instance Name","Make","Age","Ccs Region","Tags","Tags Count","Subscription Key Type","Device Name","Secondary Name","Account Name","Tenant Platform Customer Id","Contact Id","Contact Name","Location Id","Location Name"
"CNN3K9TBT8","AP-303-RW","94:64:24:CE:AE:F2","JZ320A","IAP","MANAGED","false","PAYHEUJ6J9EEUY","FOUNDATION_AP","Foundation AP","Jul 03, 2028","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","GRUPO LIDER","ced715d6384b11ed8f9c42d2e9a2f0e7","","","dd1b70be-f46b-5e5e-a05f-736cde73c9c4",""
"CP0054257","7005-RW","20:4C:03:58:7E:F2","JW633A","GATEWAY","MANAGED","false","","","","","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","",""
"TW18FP437Q","2530YA","38:10:F0:AC:DE:80","J9773A","SWITCH","MANAGED","false","","","","","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","4151780b-a08b-5791-b58c-c65e50365be5",""
"CNMXK9T3YQ","AP-303-RW","94:64:24:CE:27:BE","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"CNMMK9T5KR","AP-303-RW","FC:7F:F1:CE:D9:EC","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CN80FP46G9","2530","80:30:E0:FE:CA:A0","J9773A","SWITCH","MANAGED","false","","","","","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"PHSTLBM03K","AP-505-RW","68:51:34:C8:5C:64","R2H28A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","1yr 9mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","7e13976c-b3c2-5854-9525-0f61f63c85f7",""
"CNG8K9T4X4","AP-303-RW","90:4C:81:CB:CC:6C","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","2439ea63-92f2-5cc7-b263-f8cb4b340bb1",""
"CNDDJSTKSZ","IAP-207-RW","44:48:C1:CD:39:78","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNMXK9T4G4","AP-303-RW","94:64:24:CE:34:BE","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","68fd632e-6568-57b5-a74e-8402c505d2ae",""
"CNFZJST6FP","IAP-207-RW","80:8D:B7:CC:3F:8A","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNMXK9T446","AP-303-RW","94:64:24:CE:2E:0A","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","90ab7603-1d8a-5d6b-8e83-be27fc9ea6de",""
"TW00FP43QF","2530","10:4F:58:A3:8F:A0","J9773A","SWITCH","MANAGED","false","","","","","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"CNMGK9T0HY","AP-303-RW","FC:7F:F1:CD:86:2C","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNNHK9T5YV","AP-303-RW","F0:61:C0:C1:63:9A","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 4mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","e9ae890a-1460-56d8-9d2b-d929fad97be2",""
"CNMMK9T5LN","AP-303-RW","FC:7F:F1:CE:C5:76","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","",""
"CNDDJSTKZM","IAP-207-RW","44:48:C1:CD:3A:D6","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"TW18FP43YS","2530YA","44:5B:ED:4C:53:00","J9773A","SWITCH","MANAGED","false","","","","","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"CNG8K9T3J5","AP-303-RW","90:4C:81:CB:B5:2E","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNG8K9T6JG","AP-303-RW","90:4C:81:CC:03:42","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","53574004-da1a-5db9-81b6-5a079f0565dd",""
"PHJZK9T0S0","AP-303-RW","D0:D3:E0:C3:44:9E","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","e113e147-cd6d-57ee-b2b7-5ee407554035",""
"CNM5K9T12W","AP-303-RW","FC:7F:F1:CB:80:6C","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","35047b16-da91-58b1-b7ae-b4bc17c41bf5",""
"CNMGK9T11C","AP-303-RW","FC:7F:F1:CD:8A:D6","JZ320A","IAP","MANAGED","false","PAYHEUJ6J9EEUY","FOUNDATION_AP","Foundation AP","Jul 03, 2028","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","BANCO RABOBANK INTERNATIONAL BRASIL SA","edb4e4421eba11eda8cea65d569b2cf1","","","",""
"CNMFK9T6LJ","AP-303-RW","FC:7F:F1:CD:3B:AE","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","",""
"CNN3K9T7J9","AP-303-RW","94:64:24:CE:81:62","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","ed977e0c-c5c6-5583-ada7-95ff17ea266a",""
"CNGTK9T5NJ","AP-303-RW","9C:8C:D8:C6:E8:4A","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"CNDDJST1XW","IAP-207-RW","44:48:C1:C8:CA:AA","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"PHKLK9T0GG","AP-303-RW","D0:D3:E0:C3:A4:B4","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","",""
"PHK8K9T0XT","AP-303-RW","D0:D3:E0:C3:6B:96","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"TW98FP55NY","2530","90:20:C2:9E:6A:90","J9774A","SWITCH","MANAGED","false","PAYGJTD9AUJ5E2","FOUNDATION_SWITCH_6100","Foundation-Switch-Class-1","Oct 22, 2026","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Mart Minas Distribuição","09811f721eb811eda8cea65d569b2cf1","","","",""
"CNHQJSSBD5","IAP-305-RW","F4:2E:7F:C2:57:DE","JX945A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNBVHM84PM","IAP-103-RW","70:3A:0E:C3:A1:86","JW190A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNGRK9TD3W","AP-303-RW","9C:8C:D8:C6:7B:52","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","53574004-da1a-5db9-81b6-5a079f0565dd",""
"CNG3JST4QC","IAP-207-RW","B0:B8:67:C0:35:38","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNGTK9T6LK","AP-303-RW","9C:8C:D8:C6:F6:BC","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"CNMMK9T5B4","AP-303-RW","FC:7F:F1:CE:D6:6A","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNJPHN747Q","IAP-325-RW","F4:2E:7F:CB:72:E8","JW325A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNM5K9T2FQ","AP-303-RW","FC:7F:F1:CB:8F:3C","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"CNFYJST0Y5","IAP-207-RW","80:8D:B7:CB:C8:6A","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CP0054519","7005-RW","20:4C:03:58:79:42","JW633A","GATEWAY","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNMXK9T451","AP-303-RW","94:64:24:CE:38:90","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"CNMMK9T7KQ","AP-303-RW","FC:7F:F1:CE:C7:48","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","",""
"CNLBKPP4NW","AP-505-RW","1C:28:AF:C1:7B:9E","R2H28A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNGTK9T65J","AP-303-RW","9C:8C:D8:C7:17:00","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"TW18FP437Y","2530YA","38:10:F0:AC:8F:C0","J9773A","SWITCH","MANAGED","false","","","","","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"CNNGK9TB18","AP-303-RW","F0:61:C0:C1:0D:CC","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 4mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","68fd632e-6568-57b5-a74e-8402c505d2ae",""
"CN81FP42ZL","2530","04:09:73:07:41:60","J9773A","SWITCH","MANAGED","false","","","","","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","",""
"TW49LLV08K","6000","0C:97:5F:43:10:80","R8N88A","SWITCH","MANAGED","false","","","","","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","1yr 11mo","US West","","","","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","dc52e2d3-4a01-5906-adc7-c8af2a03e8bb",""
"CNL3K9T1CL","AP-303-RW","CC:D0:83:CD:ED:B8","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","",""
"CN68FP40S3","2530","E0:07:1B:97:45:20","J9773A","SWITCH","MANAGED","false","","","","","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","3yr 1mo","US West","","","","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","ac1b8bfd-bb6c-518e-996c-c1a263e46b4a",""
"CNMGK9T35T","AP-303-RW","FC:7F:F1:CD:74:38","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNMXK9T502","AP-303-RW","94:64:24:CE:2D:68","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","d3664522-d3ac-56c3-bcc1-d7eb4995744f",""
"CND1JSTC6N","IAP-207-RW","C8:B5:AD:CF:D1:1E","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNGTK9T6MX","AP-303-RW","9C:8C:D8:C7:15:6C","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","e113e147-cd6d-57ee-b2b7-5ee407554035",""
"CND1JSTDBM","IAP-207-RW","C8:B5:AD:CF:D9:96","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNLBK9T4F1","AP-303-RW","CC:D0:83:CE:28:9E","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNL3K9T1BT","AP-303-RW","CC:D0:83:CD:E5:B6","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNFZJST6C9","IAP-207-RW","80:8D:B7:CC:3F:90","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNG8K9T4Q6","AP-303-RW","90:4C:81:CB:B8:EC","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNNGK9TB06","AP-303-RW","F0:61:C0:C1:13:1A","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 4mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","4e9a8f11-b084-5357-a3f1-5a72759560bc",""
"CNMFK9T6GJ","AP-303-RW","FC:7F:F1:CD:46:10","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNMGK9T3LT","AP-303-RW","FC:7F:F1:CD:76:2C","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"CNMGK9T0SY","AP-303-RW","FC:7F:F1:CD:82:EC","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","fbb7abad-013a-5aeb-82c7-b72fb82e0be5",""
"CNMMK9T78L","AP-303-RW","FC:7F:F1:CE:BF:A0","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","66bc0b0d-74b5-5232-8b80-69c14e5bc36b",""
"CNFYJST14M","IAP-207-RW","80:8D:B7:CB:C9:60","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"PHSTLBM1Y3","AP-505-RW","68:51:34:C8:75:FA","R2H28A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","1yr 9mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","",""
"CNN3K9T79H","AP-303-RW","94:64:24:CE:B0:3E","JZ320A","IAP","MANAGED","false","PAYHEUJ6J9EEUY","FOUNDATION_AP","Foundation AP","Jul 03, 2028","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","GRUPO LIDER","ced715d6384b11ed8f9c42d2e9a2f0e7","","","31ea7e81-8949-5b78-ac72-65ec09fd01d5",""
"CP0054782","7005-RW","20:4C:03:58:88:B2","JW633A","GATEWAY","MANAGED","false","","","","","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","",""
"CP0050847","7005-RW","20:4C:03:43:E5:08","JW633A","GATEWAY","MANAGED","false","","","","","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","",""
"CNFYJST1PC","IAP-207-RW","80:8D:B7:CB:CF:18","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNG8K9T6LP","AP-303-RW","90:4C:81:CC:0B:1A","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"CNDDJST221","IAP-207-RW","44:48:C1:C8:CB:AC","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNN3K9TBQ1","AP-303-RW","94:64:24:CE:7F:06","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","GRUPO LIDER","ced715d6384b11ed8f9c42d2e9a2f0e7","","","64d8d0d8-125a-5f6c-aa2a-7fd02f0a03b1",""
"PHS8KPP1X9","AP-505-RW","54:F0:B1:CB:17:88","R2H28A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","2yr 1mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"PHJZK9T0D6","AP-303-RW","D0:D3:E0:C3:34:E2","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Mart Minas Distribuição","09811f721eb811eda8cea65d569b2cf1","","","03249c47-776f-562c-b47c-ed47571a15a8",""
"TW98FP50P5","2530","38:21:C7:E4:C7:40","J9774A","SWITCH","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNFYJST140","IAP-207-RW","80:8D:B7:CB:CC:36","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNLBK9T4FQ","AP-303-RW","CC:D0:83:CE:2F:F6","JZ320A","IAP","MANAGED","false","PAYHEUJ6J9EEUY","FOUNDATION_AP","Foundation AP","Jul 03, 2028","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","SICOOB CENTRAL 1003","ce6172b41eb911eda8cea65d569b2cf1","","","",""
"CNMGK9T2M2","AP-303-RW","FC:7F:F1:CD:7E:4E","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","c5b753fb-ef40-5212-b8c2-29ac9c7236cf",""
"CNL3K9T1JT","AP-303-RW","CC:D0:83:CD:E8:EA","JZ320A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
"CNGTK9T6PX","AP-303-RW","9C:8C:D8:C6:F2:98","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","39f40d45-5c50-5369-be11-0775a286d59a",""
"PHK8K9T0ST","AP-303-RW","D0:D3:E0:C3:75:4A","JZ320A","IAP","MANAGED","false","PAYHDEETAJJUA4","FOUNDATION_AP","Foundation AP","Jan 16, 2030","false","683da368-66cb-4ee7-90a9-ec1964768092","HPE Aruba Networking Central","Central_Prod","HPE","4yr 7mo","US West","","","BASE","","","Supermercados BH","a18b9db41eaf11eda8cea65d569b2cf1","","","31ea7e81-8949-5b78-ac72-65ec09fd01d5",""
"CNFYJST0CB","IAP-207-RW","80:8D:B7:CB:C5:F4","JX954A","IAP","MANAGED","false","","","","","false","","","","HPE","4yr 7mo","","","","","","","","","","","",""
